state,institution,city,specialty,program_code,quota_2026,filled_2026,quota_2025,filled_2025,quota_2024,filled_2024,quota_2023,filled_2023,quota_2022,filled_2022
California,West Hollywood,,Anesthesiology,1030040C0,17,17,17,17,17,17,14,14,14,14
California,West Hollywood,,Internal Medicine,1030140C0,25,25,21,21,22,22,22,22,22,22
California,West Hollywood,,Internal Medicine/PSTP,1030140C1,2,2,2,2,2,2,2,1,2,2
California,West Hollywood,,Medicine-Primary,1030140M0,5,5,7,7,7,7,7,7,7,7
California,West Hollywood,Medicine-Preliminary,Med-Prelim/Neurology,1030140P1,5,5,5,5,4,4,5,5,5,5
California,West Hollywood,Medicine-Preliminary,Neurological Surgery,1030160C0,2,2,2,2,2,2,2,2,2,2
California,West Hollywood,Medicine-Preliminary,Neurology,1030180A0,5,5,4,4,4,4,5,5,4,4
California,West Hollywood,Medicine-Preliminary,Neurology/PSTP,1030180A1,,,1,1,1,1,,,1,1
California,West Hollywood,Medicine-Preliminary,Obstetrics-Gynecology,1030220C0,7,7,7,7,7,7,7,7,7,7
California,Orthopaedic Surgery,,Otolaryngology,1030280C0,2,2,2,2,2,2,2,2,2,2
California,Orthopaedic Surgery,,Pathology,1030300C0,4,4,4,4,4,4,4,4,4,4
California,Orthopaedic Surgery,,Pathology/Phys Scientist,1030300C1,1,0,,,,,,,1,0
California,Orthopaedic Surgery,,Pediatrics,1030320C0,8,8,8,8,8,8,,,,
California,Orthopaedic Surgery,Radiology-Diagnostic,Radiation Oncology,1030430A0,1,1,1,1,1,1,1,1,1,1
California,Orthopaedic Surgery,Radiology-Diagnostic,General Surgery,1030440C0,6,6,6,6,6,6,6,6,6,6
California,Orthopaedic Surgery,Radiology-Diagnostic,Surgery-Preliminary,1030440P0,,,,,3,3,,,1,1
California,Orthopaedic Surgery,Radiology-Diagnostic,Thoracic Surgery,1030461C0,2,2,2,2,2,2,2,2,2,2
California,Central Neighborhood Health Fdn-CA,Los Angeles,Family Medicine,2487120C0,4,0,,,,,,,,
California,Family Medicine,,Internal Medicine,2114140C0,8,8,8,8,8,8,8,8,8,8
California,Family Medicine,,Phys Medicine and Rehab,2114340A0,3,3,,,,,,,,
California,Family Medicine,,Phys Medicine & Rehab,2114340R0,3,3,3,3,,,,,,
California,Family Medicine,,Psychiatry,2114400C0,6,6,6,6,6,6,6,6,6,6
California,Los Angeles,,Child Neurology,1031185C0,4,4,3,3,3,3,3,3,3,3
California,Los Angeles,,Child Neurology,1031185R0,2,1,1,1,1,1,,,,
California,Los Angeles,,Pediatrics,1031320C0,35,35,36,33,35,35,35,35,35,35
California,Duarte,,Radiation Oncology,1183430A0,2,2,2,2,1,1,2,2,1,1
California,College Med Ctr-CA,Long Beach,Internal Medicine,2133140C0,,,5,2,,,5,1,5,2
California,Community Mem Health Sys-CA,Ventura,Family Medicine,2018120C0,8,8,8,8,8,8,8,8,8,6
California,Community Mem Health Sys-CA,Ventura,Internal Medicine,2018140C0,8,8,8,8,8,6,8,8,8,8
California,Community Mem Health Sys-CA,Ventura,Orthopaedic Surgery,2018260C0,4,4,4,4,4,4,4,4,4,4
California,Community Mem Health Sys-CA,Ventura,Psychiatry,2018400C0,4,4,4,4,4,4,4,4,4,4
California,Martinez,,Family Medicine,2071120C0,13,13,13,13,13,13,13,13,13,13
California,Palm Springs,,Emergency Medicine,2131110C0,10,10,10,10,10,10,10,9,10,10
California,Palm Springs,,Family Medicine,2131120C0,8,0,8,8,12,12,10,10,10,10
California,Palm Springs,,Internal Medicine,2131140C0,6,4,6,6,,,,,,
California,Palm Springs,,General Surgery,2131440C0,4,4,3,3,3,3,3,3,,
California,Dignity Methodist Hosp-Sacramento-CA,Sacramento,Family Medicine,1140120C0,8,8,8,6,8,8,8,8,8,8
California,Dignity Methodist Hosp-Sacramento-CA,Sacramento,Family Medicine/Sierra Nevada,1140120C1,2,2,2,2,2,2,2,2,,
California,Dignity Northridge Hosp Med Ctr-CA,Northridge,Family Medicine,3036120C1,8,8,8,8,8,8,8,8,8,8
California,Eisenhower Med Ctr-CA,Rancho Mirage,Emergency Medicine,1485110C0,10,10,10,10,10,10,8,8,8,8
California,Eisenhower Med Ctr-CA,Rancho Mirage,Family Medicine,1485120C0,12,7,12,8,12,11,12,12,12,12
California,Eisenhower Med Ctr-CA,Rancho Mirage,Internal Medicine,1485140C0,20,20,20,20,20,20,20,20,20,20
California,Eisenhower Med Ctr-CA,Rancho Mirage,Psychiatry,1485400C0,4,4,,,,,,,,
California,Emanate Health-CA,West Covina,Family Medicine,1974120C0,8,8,8,8,8,7,8,8,8,8
California,Family Medicine,,Psychiatry/Adult,1682400C0,6,6,6,6,4,4,,,,
California,Los Angeles,,Family Medicine,2448120C0,4,2,4,4,,,,,,
California,Torrance,,Anesthesiology,1067040C0,9,9,9,9,9,9,9,9,9,9
California,Torrance,,Dermatology,1067080A0,2,2,2,2,2,2,2,2,1,1
California,Torrance,,Emergency Medicine,1067110C0,16,16,16,16,16,16,16,16,16,16
California,Torrance,,Family Medicine,1067120C0,12,12,12,12,12,12,12,12,12,12
California,Torrance,Internal Medicine,Medicine-Preliminary,1067140P0,10,10,11,11,11,8,10,10,10,7
California,Torrance,Internal Medicine,Med-Prelim/Radiology,1067140P1,2,2,1,1,1,1,2,2,2,2
California,Torrance,Internal Medicine,Neurology,1067180C0,5,5,5,5,5,5,5,5,4,4
California,Torrance,Internal Medicine,Obstetrics-Gynecology,1067220C0,6,6,6,6,6,6,6,6,5,5
California,Torrance,Internal Medicine,Orthopaedic Surgery,1067260C0,5,5,5,5,5,5,5,5,5,5
California,Pathology,,Pediatrics,1067320C0,10,10,10,10,10,10,10,10,10,10
California,Pathology,,Psychiatry,1067400C0,8,8,8,8,7,7,7,7,7,7
California,Pathology,,Radiology-Diagnostic,1067420A0,6,6,6,6,6,6,6,6,6,6
California,Pathology,,General Surgery,1067440C0,6,6,6,6,6,6,6,6,6,6
California,Pathology,Surgery-Preliminary,Vascular Surgery,1067451C0,1,1,1,1,1,1,1,1,1,1
California,Healthy Rural California,Chico,Family Medicine,2396120C0,6,6,4,3,,,,,,
California,Pasadena,,Internal Medicine,1044140C0,9,9,8,8,8,8,8,8,8,8
California,Pasadena,,Medicine-Preliminary,1044140P0,3,3,4,3,4,4,5,5,6,6
California,Imperial Cnty Behavioral Hlth-CA,El Centro,Psychiatry,2469400C0,4,4,,,,,,,,
California,John Muir Health-CA,Walnut Creek,Family Medicine,1917120C0,8,8,8,8,8,8,8,8,8,8
California,Radiology-Diagnostic,,Radiology-Diagnostic,2124420R0,,,3,3,,,,,,
California,Radiology-Diagnostic,,Transitional,2124999P0,15,15,15,15,18,18,15,15,15,11
California,Kaiser Permanente-Fontana-CA,Fontana,Family Medicine,2037120C0,9,9,9,9,9,9,9,9,9,9
California,Kaiser Permanente-Fontana-CA,Fontana,Internal Medicine,2037140C0,9,9,8,8,8,8,8,8,8,8
California,Medicine-Preliminary,,Psychiatry,2037400C0,6,6,6,6,6,6,6,6,6,6
California,Pasadena,,Dermatology,2055080C0,2,2,2,2,2,2,2,2,2,2
California,Pasadena,Family Med/LA Med Ctr,Internal Medicine,2055140C0,13,13,12,12,12,12,11,11,11,11
California,Pasadena,Family Med/LA Med Ctr,Internal Med/Research,2055140C2,1,1,1,1,1,1,1,1,1,1
California,Pasadena,Family Med/LA Med Ctr,Medicine-Preliminary,2055140P0,3,3,3,2,5,5,6,6,6,6
California,Pasadena,Family Med/LA Med Ctr,Neurology,2055180C0,4,4,3,3,3,3,3,3,3,3
California,Pasadena,Family Med/LA Med Ctr,Obstetrics-Gynecology,2055220C0,5,5,5,5,5,5,5,5,5,5
California,Pediatrics,,Interventional Radiology (Integ),2055416C0,2,2,1,1,1,1,1,1,1,1
California,Pediatrics,,Radiology-Diagnostic,2055420C0,3,3,2,2,2,2,2,2,2,2
California,Pediatrics,,Radiation Oncology,2055430A0,2,2,2,2,2,1,2,1,2,0
California,Pediatrics,,General Surgery,2055440C0,4,4,4,4,4,4,4,4,4,4
California,Kaiser Permanente-Napa/Solano-CA,Vallejo,Family Medicine,1637120C0,6,5,6,6,6,6,6,6,6,6
California,Kaiser Permanente-Oakland-CA,Pleasanton,Internal Medicine,1042140C0,10,10,9,9,10,10,10,10,9,9
California,Kaiser Permanente-Oakland-CA,Pleasanton,Internal Medicine/MPH,1042140C1,1,1,2,2,2,2,1,1,2,2
California,Kaiser Permanente-Oakland-CA,Pleasanton,Med-Primary/Equity & Disparities,1042140M0,2,2,2,2,1,1,2,2,2,2
California,Kaiser Permanente-Oakland-CA,Pleasanton,Medicine-Preliminary,1042140P0,7,7,7,7,7,5,7,7,7,7
California,Obstetrics-Gynecology,,Otolaryngology,1042280C0,2,2,2,2,2,2,2,2,2,2
California,Obstetrics-Gynecology,,Pediatrics,1042320C0,8,8,9,9,10,4,8,8,8,8
California,Obstetrics-Gynecology,,Pediatrics/MPH,1042320C1,2,2,1,1,,,2,2,2,2
California,Obstetrics-Gynecology,,Psychiatry/East Bay,1042400C0,6,6,6,6,6,6,6,6,6,6
California,Santa Ana,,Family Medicine,1073120C0,8,8,8,8,8,8,8,8,8,8
California,Kaiser Permanente-SF-CA,San Francisco,Internal Medicine,1959140C0,11,11,10,10,11,8,10,10,10,10
California,Kaiser Permanente-SF-CA,San Francisco,Internal Med/MPH,1959140C1,1,1,,,,,,,,
California,Medicine-Preliminary,,Med-Prelim/Stanford-Anesth,1959140P1,1,1,,,,,,,,
California,San Francisco,,Obstetrics-Gynecology,1959220C0,4,4,4,4,4,4,4,4,4,4
California,San Francisco,,Medicine-Preventive Med,1959751C0,,,2,2,,,2,2,2,2
California,Sacramento,,Family Medicine,2273120C0,6,6,6,6,6,6,5,5,6,6
California,Sacramento,,Fam Med/Accelerated Competency,2273120C1,,,,,,,1,1,,
California,Sacramento,,Psychiatry,2273400C0,6,6,,,,,,,,
California,San Diego,,Emergency Medicine,1454110C0,6,6,6,6,6,6,6,6,6,6
California,San Diego,,Family Medicine,1454120C0,6,6,6,6,6,6,6,6,6,6
California,San Jose,,Family Medicine,2119120C0,6,6,6,6,6,6,6,6,6,6
California,San Jose,,Psychiatry,2119400C0,6,6,6,6,6,6,6,6,6,6
California,Santa Clara,,Internal Medicine,2135140C0,15,15,13,13,12,12,13,13,12,12
California,Santa Clara,,Medicine-Primary/CHOICE,2135140M0,1,1,3,3,4,2,3,3,4,4
California,Santa Clara,,Medicine-Preliminary,2135140P0,4,4,4,3,4,4,4,4,4,4
California,Santa Clara,,Obstetrics-Gynecology,2135220C0,6,6,6,6,6,6,6,6,6,6
California,Santa Rosa,,Family Medicine,2115120C0,7,7,7,7,6,6,6,6,6,6
California,Kaweah Delta Health Care District-CA,Visalia,Anesthesiology,1572040C0,6,6,6,6,4,4,4,4,4,4
California,Kaweah Delta Health Care District-CA,Visalia,Anesthesiology,1572040R0,,,2,2,,,,,,
California,Emergency Medicine,,Family Medicine,1572120C0,7,7,7,7,7,7,7,7,7,7
California,Emergency Medicine,,Psychiatry,1572400C0,7,7,6,6,8,8,7,7,7,7
California,Emergency Medicine,,General Surgery,1572440C0,3,3,3,3,3,3,3,3,3,3
California,Emergency Medicine,,Surgery-Preliminary,1572440P0,2,0,2,0,2,0,2,1,2,0
California,Keck School of Med of USC-CA,Los Angeles,Anesthesiology,2284040C0,10,10,10,10,,,,,,
California,Keck School of Med of USC-CA,Los Angeles,Family Medicine,2284120C0,6,6,6,6,6,6,6,6,6,6
California,Keck School of Med of USC-CA,Los Angeles,Internal Medicine,2284140C0,20,20,,,,,,,,
California,Keck School of Med of USC-CA,Los Angeles,Psychiatry,2284400C0,12,12,,,,,,,,
California,Bakersfield,,Emergency Medicine,1921110C0,7,7,7,6,7,2,7,7,7,6
California,Bakersfield,,Internal Medicine,1921140C0,12,12,12,12,12,12,12,12,12,12
California,Bakersfield,Obstetrics-Gynecology,Psychiatry,1921400C0,5,5,5,5,6,6,6,6,6,6
California,Bakersfield,Obstetrics-Gynecology,Psychiatry/Child & Adolescent,1921400C1,2,2,2,2,1,1,1,1,,
California,Bakersfield,Obstetrics-Gynecology,General Surgery,1921440C1,2,2,2,2,,,,,,
California,Bakersfield,Obstetrics-Gynecology,Surgery-Preliminary,1921440P1,2,0,,,,,,,,
California,Bakersfield,Obstetrics-Gynecology,Transitional,1921999P0,6,6,,,,,,,,
California,Kheir Clinic-CA,Los Angeles,Family Medicine,2486120C0,4,4,,,,,,,,
California,La Maestra Family Clinic Inc-CA,San Diego,Family Medicine,2454120C0,2,2,2,2,,,,,,
California,Lifelong Medical Care-CA,Berkeley,Family Medicine,2217120C0,6,3,6,4,6,6,6,6,6,6
California,Loma Linda Univ Med Ctr-Murrieta-CA,Murrieta,Family Medicine,2251120C0,12,5,12,12,12,12,12,12,12,12
California,Loma Linda Univ Med Ctr-Murrieta-CA,Murrieta,Internal Medicine,2251140C0,6,6,6,4,6,6,6,6,,
California,Loma Linda University-CA,Loma Linda,Anesthesiology,1024040C0,16,16,16,16,16,16,14,14,14,14
California,Loma Linda University-CA,Loma Linda,Anesthesiology,1024040R0,,,,,1,1,,,,
California,Loma Linda University-CA,Loma Linda,Dermatology,1024080A0,3,3,3,3,3,3,3,3,3,3
California,Loma Linda University-CA,Loma Linda,Emergency Medicine,1024110C0,16,16,16,16,16,16,16,16,16,16
California,Family Medicine,,Internal Medicine,1024140C0,34,34,29,29,28,28,27,27,28,28
California,Family Medicine,,Medicine-Primary,1024140M0,4,4,5,5,5,5,5,5,3,3
California,Family Medicine,,Med-Primary/Global Health,1024140M1,,,,,,,1,1,,
California,Family Medicine,,Medicine-Preliminary,1024140P0,7,7,10,10,11,11,11,11,11,11
California,Family Medicine,Neurological Surgery,Neurology,1024180C0,6,6,4,4,4,4,4,4,4,4
California,Family Medicine,Neurological Surgery,Neurology,1024180R0,2,2,1,1,,,1,1,,
California,Family Medicine,Neurological Surgery,Child Neurology,1024185C0,1,1,1,1,1,1,1,1,1,1
California,Family Medicine,Neurological Surgery,Obstetrics-Gynecology,1024220C0,9,9,9,9,9,9,8,8,9,9
California,Family Medicine,Neurological Surgery,Orthopaedic Surgery,1024260C0,6,6,5,5,5,5,5,5,5,5
California,Otolaryngology,,Pathology,1024300C0,3,3,4,4,3,3,4,4,5,5
California,Loma Linda,,Pediatrics,1024320C0,23,21,23,20,23,23,23,23,23,23
California,Loma Linda,,Pediatrics-Primary,1024320M0,4,4,4,4,4,4,4,4,4,4
California,Loma Linda,Phys Medicine & Rehab,Phys Medicine & Rehab,1024340C0,5,5,5,5,4,4,4,4,4,4
California,Loma Linda,Phys Medicine & Rehab,Physical Medicine and Rehabilitation,1024340R0,,,,,,,,,1,0
California,Loma Linda,Phys Medicine & Rehab,Plastic Surgery (Integrated),1024362C0,2,2,2,2,2,2,2,2,2,2
California,Loma Linda,Phys Medicine & Rehab,Public Health & Preventive Medicine,1024380R0,2,2,,,,,,,,
California,Loma Linda,Phys Medicine & Rehab,Occupational & Environmental Med,1024382R0,3,3,3,3,,,,,,
California,Psychiatry,,Psychiatry/CAP,1024400C2,2,2,2,2,2,2,2,2,2,2
California,Psychiatry,,Psychiatry/Patton,1024400C3,4,4,,,,,,,,
California,Psychiatry,,Interventional Radiology (Integ),1024416A0,3,3,2,2,2,2,1,1,1,1
California,Psychiatry,,Interventional Radiology (Integ),1024416R0,1,1,,,,,,,,
California,Psychiatry,Radiology-Diagnostic,Radiology-Diagnostic/ESIR Pathway,1024420A2,,,,,,,1,1,1,1
California,Psychiatry,Radiology-Diagnostic,Radiology-Diagnostic,1024420R0,,,,,,,,,1,1
California,Psychiatry,Radiology-Diagnostic,Radiation Oncology,1024430A0,1,1,1,1,2,2,2,2,1,1
California,Psychiatry,Radiology-Diagnostic,General Surgery,1024440C0,4,4,4,4,4,4,4,4,3,3
California,Psychiatry,Radiology-Diagnostic,Gen Surg/Dedicated Research,1024440C1,3,3,3,3,3,3,3,3,2,2
California,Surgery-Preliminary,,Surg-Prelim/NeuroSurg,1024440P1,2,0,,,,,,,,
California,Surgery-Preliminary,,Vascular Surgery,1024451C0,1,1,1,1,1,1,1,1,1,1
California,Surgery-Preliminary,,Thoracic Surgery,1024461C0,2,2,1,1,1,1,1,1,,
California,Surgery-Preliminary,,Medicine-Pediatrics,1024700C0,4,4,4,4,4,4,4,4,4,4
California,Surgery-Preliminary,,Medicine-Anesthesiology,1024742C0,,,,,,,2,1,2,2
California,Surgery-Preliminary,Transitional,Transitional/Preventive Med,1024999P1,2,2,4,4,4,4,1,1,1,1
California,Surgery-Preliminary,Transitional,Transitional/Occupational Med,1024999P2,1,1,1,1,1,1,1,1,1,1
California,Surgery-Preliminary,Transitional,Transitional/OMFS,1024999P4,,,,,,,1,1,,
California,Long Beach Mem Med Ctr-CA,Long Beach,Family Medicine,1027120C0,8,8,8,8,8,8,8,8,8,8
California,Los Robles Health System-CA,Thousand Oaks,Anesthesiology,2264040C0,6,6,6,6,6,6,6,6,6,6
California,Emergency Medicine,,Internal Medicine,2264140C0,20,20,20,20,20,20,15,15,15,11
California,Emergency Medicine,,Medicine-Preliminary,2264140P0,,,,,,,4,4,5,2
California,Emergency Medicine,,Neurology,2264180C0,4,4,4,4,3,3,3,3,3,1
California,Emergency Medicine,,General Surgery,2264440C0,3,3,3,3,3,3,3,3,3,3
California,MLK Jr Community Hospital-CA,Los Angeles,Internal Medicine,2311140C0,5,5,5,5,5,5,5,5,5,5
California,Marian Regional Med Ctr-CA,Santa Maria,Family Medicine,1690120C0,6,6,6,6,6,6,6,6,6,6
California,Marian Regional Med Ctr-CA,Santa Maria,Obstetrics-Gynecology,1690220C0,3,3,3,3,3,3,3,3,3,3
California,Mercy Med Ctr-Merced-CA,Merced,Family Medicine,3080120C0,8,5,8,6,8,8,8,8,8,8
California,Mercy Med Ctr-Redding-CA,Redding,Family Medicine/MFHC,3081120C0,6,2,6,1,6,4,6,3,6,4
California,Family Medicine,,Psychiatry,2344400C0,6,6,6,6,6,6,6,6,,
California,Family Medicine,,Transitional,2344999P0,13,11,13,11,,,,,,
California,North East Medical Services-CA,Daly City,Medicine-Primary,2349140M0,5,5,5,5,5,5,5,5,,
California,Olive View-UCLA Med Ctr-CA,Sylmar,Internal Medicine,2950140C0,21,21,21,21,21,21,21,21,21,21
California,Olive View-UCLA Med Ctr-CA,Sylmar,Medicine-Preliminary,2950140P0,3,3,3,3,4,4,4,4,4,4
California,Olive View-UCLA Med Ctr-CA,Sylmar,Med-Prelim/Neurology,2950140P2,3,3,3,3,3,3,2,2,3,3
California,Olive View-UCLA Med Ctr-CA,Sylmar,Med-Prelim/Ophthalmology,2950140P3,8,8,8,8,7,7,8,8,7,7
California,Oroville,,Psychiatry,2416400C0,,,6,6,,,,,,
California,Downey,,Family Medicine,2215120C0,7,6,7,5,7,7,6,6,7,7
California,Presby Intercommunity Hosp-CA,Whittier,Family Medicine,2013120C0,3,3,3,3,5,2,2,2,4,4
California,Presby Intercommunity Hosp-CA,Whittier,Fam Med/Tropical Med,2013120C1,2,2,1,1,,,2,2,2,2
California,Ontario,,Dermatology/Newpot News,2150080R0,,,,,,,1,1,1,1
California,Ontario,,Family Medicine/Chino Valley,2150120C0,6,6,6,1,5,5,5,5,4,4
California,Ontario,Family Medicine/San Dimas,Internal Medicine/Centinela,2150140C0,,,12,12,12,12,12,12,,
California,Ontario,Family Medicine/San Dimas,Internal Medicine/West Anaheim,2150140C1,7,7,7,7,7,7,7,3,,
California,Ontario,Family Medicine/San Dimas,Internal Medicine/Shasta,2150140C2,8,8,8,8,8,8,,,,
California,Ontario,Family Medicine/San Dimas,Internal Medicine/Desert Valley,2150140C3,,,8,8,8,8,,,,
California,Ontario,Family Medicine/San Dimas,Internal Medicine/St Francis,2150140C4,13,13,,,,,,,,
California,Anaheim,,Internal Medicine,2224140C0,,,,,,,,,5,4
California,Apple Valley,,Internal Medicine,2422140C0,10,10,10,10,,,,,,
California,Riverside,Anesthesiology,Emergency Medicine,1877110C0,13,13,13,13,13,13,13,13,13,13
California,Riverside,Anesthesiology,Family Medicine,1877120C0,6,4,8,5,8,8,8,8,8,1
California,Riverside,Anesthesiology,Internal Medicine,1877140C0,16,16,17,17,17,17,15,15,15,15
California,Riverside,Anesthesiology,Medicine-Preliminary,1877140P0,,,,,7,7,10,10,10,10
California,Neurology,,Obstetrics-Gynecology,1877220C0,4,,4,4,4,4,4,4,4,
California,Neurology,,Radiology-Diagnostic,1877420A0,5,5,5,3,5,5,4,4,4,4
California,Neurology,,General Surgery,1877440C0,3,3,3,3,3,3,3,3,3,3
California,Neurology,,Surgery-Preliminary,1877440P0,3,1,3,0,,,3,0,3,0
California,Neurology,,Transitional,1877999P0,13,13,13,13,13,13,13,13,17,17
California,Moreno Valley,,Anesthesiology,1850040C0,10,10,10,10,10,10,7,7,5,5
California,Moreno Valley,,Emergency Medicine,1850110C0,12,12,12,12,10,10,10,8,10,9
California,Moreno Valley,,Family Medicine,1850120C0,12,7,12,12,12,10,12,12,12,12
California,Moreno Valley,Internal Medicine,Neurological Surgery,1850160C0,3,3,1,1,1,1,1,1,1,1
California,Moreno Valley,Internal Medicine,Neurology,1850180C0,2,2,2,2,2,2,2,2,2,2
California,Moreno Valley,Internal Medicine,Obstetrics-Gynecology,1850220C0,3,3,,,,,,,,
California,Moreno Valley,Internal Medicine,Orthopaedic Surgery,1850260C0,4,4,4,4,4,4,3,3,3,3
California,Moreno Valley,Internal Medicine,Psychiatry,1850400C0,8,8,8,8,8,8,6,6,6,6
California,Psychiatry/MBH RUHS Psych,,Radiology-Diagnostic,1850420C0,2,2,2,2,2,2,2,2,2,2
California,Psychiatry/MBH RUHS Psych,,General Surgery,1850440C0,4,4,4,4,4,4,4,4,4,4
California,Psychiatry/MBH RUHS Psych,,Surgery-Preliminary,1850440P0,4,3,4,0,4,2,4,1,4,0
California,Psychiatry/MBH RUHS Psych,,Vascular Surgery,1850451C0,1,1,,,,,,,,
California,Temecula,,Emergency Medicine,2213110C0,12,12,12,12,10,10,10,10,10,10
California,Temecula,,Family Medicine,2213120C0,6,6,6,6,6,6,6,6,6,6
California,Temecula,,Family Medicine/Palmdale,2213120C1,8,8,8,8,8,8,,,,
California,Temecula,Internal Medicine,Internal Medicine/Palmdale,2213140C1,12,7,12,12,,,,,,
California,Temecula,Internal Medicine,Obstetrics-Gynecology,2213220C0,3,3,3,3,3,3,3,3,,
California,Temecula,Internal Medicine,General Surgery,2213440C0,3,3,3,2,3,3,3,3,,
California,Temecula,Internal Medicine,Surgery-Preliminary,2213440P0,3,1,,,3,0,3,0,,
California,Temecula,Internal Medicine,Transitional,2213999P0,11,11,11,11,13,13,13,13,13,13
California,San Antonio Regional Hosp-CA,Upland,Internal Medicine,2445140C0,10,10,10,10,,,,,,
California,San Joaquin Gen Hosp-CA,French Camp,Family Medicine,1021120C0,8,7,7,7,8,8,9,9,8,8
California,San Joaquin Gen Hosp-CA,French Camp,Internal Medicine,1021140C0,11,7,10,10,11,11,11,11,10,10
California,San Joaquin Gen Hosp-CA,French Camp,Medicine-Preliminary,1021140P0,,,,,,,,,2,2
California,San Joaquin Gen Hosp-CA,French Camp,General Surgery,1021440C0,3,3,3,3,4,4,3,3,3,3
California,San Joaquin Gen Hosp-CA,French Camp,Surgery-Preliminary,1021440P1,3,0,3,3,1,1,3,3,3,1
California,San Mateo Behavioral Hlth & Recovery,San Mateo,Psychiatry,1010400C0,4,4,4,4,4,4,4,4,4,4
California,San Ysidro Health-CA,San Ysidro,Internal Medicine,2220140C0,6,3,6,6,6,6,6,6,6,5
California,Santa Barbara Cottage Hosp-CA,Santa Barbara,Internal Medicine,1064140C0,12,12,12,12,10,10,10,10,10,10
California,Medicine-Preliminary,,Pediatrics,1064320C0,6,6,6,6,6,6,6,6,6,6
California,Medicine-Preliminary,,Radiology-Diagnostic,1064420A0,4,4,4,4,4,4,4,4,4,4
California,Medicine-Preliminary,,General Surgery,1064440C0,4,4,4,4,4,4,4,4,4,4
California,San Jose,,Internal Medicine,1063140C0,18,18,18,18,18,18,18,18,18,18
California,San Jose,,Medicine-Preliminary,1063140P0,4,4,5,5,4,4,4,4,4,4
California,San Jose,,Med-Prelim/Neurology,1063140P1,4,4,3,3,4,4,4,4,4,4
California,San Jose,,Obstetrics-Gynecology,1063220C0,4,4,4,4,4,4,4,4,4,4
California,San Jose,Radiology-Diagnostic,Transitional,1063999P0,10,10,14,14,12,11,12,12,13,13
California,Scripps Clinic/Green Hospital-CA,La Jolla,Internal Medicine,1340140C0,15,15,15,15,15,15,15,15,15,15
California,Scripps Mercy Hosp-Chula Vista-CA,Chula Vista,Family Medicine,1375120C0,9,9,9,9,9,9,9,9,9,9
California,Scripps Mercy Hosp-San Diego-CA,San Diego,Internal Medicine,1048140C0,14,14,14,14,14,14,14,14,14,14
California,Scripps Mercy Hosp-San Diego-CA,San Diego,Transitional,1048999P0,12,12,8,8,8,8,12,12,12,12
California,Scripps Mercy Hosp-San Diego-CA,San Diego,Transitional/Anesthesia,1048999P2,2,2,6,6,6,6,6,6,6,6
California,Scripps Mercy Hosp-San Diego-CA,San Diego,Transitional/Opthalmology,1048999P3,4,4,4,4,4,4,,,,
California,Shasta Community Health Ctr-CA,Redding,Family Medicine,1531120C0,4,3,4,3,4,4,4,3,4,4
California,Sierra View Med Ctr-CA,Porterville,Internal Medicine,2278140C0,10,4,12,8,12,12,12,12,12,12
California,Sierra View Med Ctr-CA,Porterville,Medicine-Preliminary,2278140P0,2,0,5,1,3,0,2,1,4,3
California,Emergency Medicine,,Family Medicine,2138120C0,8,8,8,8,8,8,8,8,8,8
California,Emergency Medicine,,Internal Medicine,2138140C0,16,16,15,15,20,20,19,19,11,11
California,Emergency Medicine,,Transitional,2138999P0,13,13,13,8,16,12,12,12,12,12
California,Eureka,,Family Medicine,2160120C0,7,6,7,7,7,7,6,6,6,2
California,Stockton,,Anesthesiology,2161040C0,6,6,6,6,5,5,6,6,8,8
California,Stockton,Emergency Medicine,Family Medicine,2161120C0,10,10,10,10,10,10,10,10,6,6
California,Stockton,Emergency Medicine,Internal Medicine,2161140C0,16,16,20,20,10,10,10,10,10,10
California,Stockton,Emergency Medicine,Internal Medicine/Carmichael,2161140C1,10,10,10,10,,,,,,
California,Stockton,Emergency Medicine,Medicine-Primary,2161140M0,4,4,,,,,,,,
California,Stockton,Emergency Medicine,Neurology,2161180C0,4,4,4,4,4,4,4,4,,
California,Orthopaedic Surgery,,Psychiatry,2161400C0,10,10,10,10,10,10,7,7,7,7
California,Orthopaedic Surgery,,Transitional,2161999P0,10,10,12,12,16,16,12,12,16,16
